"tract","Name","Household_Income_at_Age_35_rP_gP_pall","Incarceration_Rate_rP_gP_pall","Teenage_Birth_Rate_women_only_rP_gP_pall","Individual_Income_Excluding_Spouse_at_Age_35_rP_gP_pall","Fraction_Married_at_Age_35_rP_gP_pall","Spouse's_Income_at_Age_35_rP_gP_pall","Employment_Rate_at_Age_35_rP_gP_pall","High_School_Graduation_Rate_rP_gP_pall","College_Graduation_Rate_rP_gP_pall","Hours_Worked_Per_Week_at_Age_35_rP_gP_pall","Hourly_Wage_$/hour_at_Age_35_rP_gP_pall","Frac._in_Top_20%_Based_on_Household_Income_rP_gP_pall","Frac._In_Top_1%_Based_on_Household_Income_rP_gP_pall","Frac._in_Top_20%_Based_on_Indiv_Income_rP_gP_pall","Frac._In_Top_1%_Based_on_Indiv._Income_rP_gP_pall","%_Staying_in_Same_Commuting_Zone_as_Adults_rP_gP_pall","%_Staying_in_Same_Tract_as_Adults_rP_gP_pall","Household_Income_Stayed_in_Commuting_Zone_rP_gP_pall","Individual_Income_Stayed_in_Commuting_Zone_rP_gP_pall","Household_Income_for_U.S._Natives_rP_gP_pall","Household_Income_for_Immigrants_rP_gP_pall","Individual_Income_for_U.S._Natives_rP_gP_pall","Individual_Income_for_Immigrants_rP_gP_pall","Number_of_Children_rP_gP_pall"
6037143200,"West Toluca Lake, Los Angeles, CA",39984,0.0067,,27577,0.386,41019,0.7129,,,,,0.1529,,0.1969,,0.7705,0.2497,38872,28695,,,,,561
6037143300,"Studio City, Los Angeles, CA",48125,0.0046,,33957,0.38,41883,0.7408,,,,,0.2949,,0.2874,,0.7696,0.1953,51225,36453,,,,,801
6037143400,"Studio City, Los Angeles, CA",55023,0.004,,37721,0.4082,46365,0.7886,,,,,0.3259,,0.3826,,0.6939,0.1912,56199,37931,,,,,847
6037143500,"Studio City, Los Angeles, CA",54305,0.0005,,37893,0.4374,54295,0.7463,,,,,0.3948,,0.4031,,0.752,0.1876,51603,37227,,,,,667
6037143602,"Studio City, Los Angeles, CA",58600,0.0068,,40270,0.4789,44873,0.8132,,,,,0.3785,,0.3643,,0.697,0.1723,55754,37803,,,,,506
6037143603,"North Hollywood, Los Angeles, CA",43279,0,,33581,0.431,34486,0.7046,,,,,0.1944,,0.2777,,0.6633,0.2266,46156,34129,,,,,178
6037143604,"Studio City, Los Angeles, CA",42564,0.007,,30117,0.4044,37845,0.7023,,,,,0.2073,,0.2402,,0.7589,0.098,46038,30594,,,,,257
6037143700,"Studio City, Los Angeles, CA",51931,0.0143,,38376,0.4234,49291,0.743,,,,,0.2953,,0.4015,,0.7127,0.2046,51212,35568,,,,,372
6037143800,"Studio City, Los Angeles, CA",55281,0.007,,37612,0.465,51515,0.7231,,,,,0.3964,,0.3901,,0.7413,0.1776,52634,35377,,,,,612
6037143901,"Studio City, Los Angeles, CA",56577,0.006,,38675,0.4477,46971,0.7015,,,,,0.3825,,0.4146,,0.7543,0.2765,55326,38292,,,,,766
6037143902,"Studio City, Los Angeles, CA",61785,0.0024,,38495,0.419,55093,0.7003,,,,,0.4675,,0.4233,,0.7399,0.2184,61075,38552,,,,,456
6037181000,"Northeast Los Angeles, Los Angeles, CA",50444,0.0014,,34983,0.4442,43012,0.7947,,,,,0.272,,0.3001,,0.807,0.3022,50260,35132,,,,,1349
6037181300,"Northeast Los Angeles, Los Angeles, CA",49653,0.0115,,33503,0.4559,49460,0.7708,,,,,0.3057,,0.2589,,0.8619,0.3303,50795,35634,,,,,812
6037181400,"Northeast Los Angeles, Los Angeles, CA",43447,0.0024,,30892,0.3819,41341,0.7669,,,,,0.1895,,0.243,,0.8612,0.2948,43945,32573,,,,,1060
6037181500,"Northeast Los Angeles, Los Angeles, CA",41571,0.004,,29707,0.3905,43913,0.7575,,,,,0.2193,,0.2126,,0.847,0.3309,43530,31665,,,,,942
6037181600,"Northeast Los Angeles, Los Angeles, CA",46587,0.0121,,33221,0.3832,43856,0.7999,,,,,0.2267,,0.2481,,0.8556,0.3081,46505,34155,,,,,815
6037183101,"Eagle Rock, Los Angeles, CA",38053,0.0079,,28772,0.3031,41132,0.7557,,,,,0.1234,,0.1792,,0.8305,0.3278,40610,30552,,,,,1177
6037183103,"Highland Park, Los Angeles, CA",37707,0.0158,,30285,0.3185,36148,0.7639,,,,,0.1197,,0.1959,,0.8612,0.2831,38521,31533,,,,,1210
6037183104,"Northeast Los Angeles, Los Angeles, CA",45611,0.0324,,32993,0.3893,39265,0.7818,,,,,0.1957,,0.2983,,0.8807,0.2633,45405,33090,,,,,629
6037183220,"Northeast Los Angeles, Los Angeles, CA",36846,0.0149,,28741,0.3011,39237,0.7608,,,,,0.1272,,0.1766,,0.8525,0.3362,38386,29709,,,,,1481
6037183221,"Northeast Los Angeles, Los Angeles, CA",36438,0.0146,,27594,0.303,39105,0.7425,,,,,0.1249,,0.1766,,0.8759,0.329,37398,28529,,,,,969
6037183222,"Northeast Los Angeles, Los Angeles, CA",43653,0.0004,,32634,0.3968,41677,0.7805,,,,,0.2133,,0.2511,,0.8105,0.2948,43241,32493,,,,,1088
6037183300,"Northeast Los Angeles, Los Angeles, CA",37389,0.005,,28639,0.3349,36799,0.7969,,,,,0.1283,,0.1583,,0.858,0.3545,37932,28779,,,,,1117
6037183401,"Northeast Los Angeles, Los Angeles, CA",42515,0.0072,,32503,0.3676,36766,0.7936,,,,,0.1495,,0.2234,,0.84,0.3109,43067,32415,,,,,791
6037183402,"Northeast Los Angeles, Los Angeles, CA",39625,0.0117,,28113,0.3697,41193,0.7457,,,,,0.149,,0.1942,,0.8764,0.3243,41897,30027,,,,,689
6037183510,"Northeast Los Angeles, Los Angeles, CA",35789,0.0079,,27971,0.2686,40050,0.7712,,,,,0.1117,,0.1889,,0.8638,0.3848,36933,29872,,,,,968
6037183520,"Northeast Los Angeles, Los Angeles, CA",34868,0.008,,26236,0.3443,34695,0.7488,,,,,0.1408,,0.1537,,0.8368,0.2876,38086,28256,,,,,1516
6037183610,"Highland Park, Los Angeles, CA",34714,0.015,,27000,0.299,39217,0.7327,,,,,0.1252,,0.1828,,0.8311,0.2842,36296,29036,,,,,1246
6037183620,"Northeast Los Angeles, Los Angeles, CA",37577,0.0144,,28601,0.3718,35739,0.7662,,,,,0.121,,0.1694,,0.8499,0.2642,37272,29326,,,,,1040
6037183701,"Highland Park, Los Angeles, CA",34673,0.0135,,26698,0.2889,39099,0.7615,,,,,0.1256,,0.1452,,0.8447,0.3135,35806,27787,,,,,1150
6037183702,"Northeast Los Angeles, Los Angeles, CA",41301,0.0011,,30729,0.3549,41548,0.7138,,,,,0.191,,0.2424,,0.8211,0.2642,44154,32736,,,,,822
6037183810,"Northeast Los Angeles, Los Angeles, CA",36119,0.0139,,28534,0.3169,31993,0.7925,,,,,0.1144,,0.1232,,0.8452,0.2346,37684,30631,,,,,1677
6037183820,"Northeast Los Angeles, Los Angeles, CA",35618,0.0102,,26344,0.3158,38052,0.7128,,,,,0.1312,,0.117,,0.8464,0.3181,36928,28736,,,,,1365
6037185100,"Mount Washington, Los Angeles, CA",39967,0.0029,,29760,0.3173,41580,0.7417,,,,,0.1949,,0.2096,,0.7992,0.3038,40036,30235,,,,,1426
6037185202,"Mount Washington, Los Angeles, CA",35988,0.011,,27507,0.3038,41151,0.7183,,,,,0.1204,,0.1518,,0.8805,0.3214,39176,30128,,,,,1040
6037185203,"Northeast Los Angeles, Los Angeles, CA",35214,0.0038,,27791,0.3108,37667,0.7562,,,,,0.0985,,0.1364,,0.8644,0.3715,37792,29936,,,,,934
6037185204,"Northeast Los Angeles, Los Angeles, CA",42545,0.0342,,32498,0.3441,44810,0.7702,,,,,0.1878,,0.25,,0.7966,0.3199,44142,35355,,,,,611
6037185310,"Northeast Los Angeles, Los Angeles, CA",32802,0.0091,,26819,0.2644,32902,0.7349,,,,,0.0789,,0.1545,,0.831,0.3698,33668,28229,,,,,1134
6037185320,"Northeast Los Angeles, Los Angeles, CA",34907,0.0061,,30076,0.2872,32364,0.7597,,,,,0.1215,,0.2056,,0.8916,0.3622,38582,33467,,,,,962
6037186100,"Eagle Rock, Los Angeles, CA",47452,0.0067,,35147,0.4267,41421,0.8223,,,,,0.265,,0.3005,,0.8462,0.3604,47279,35859,,,,,1017
6037186201,"Northeast Los Angeles, Los Angeles, CA",42547,0.0057,,31748,0.3527,40182,0.8005,,,,,0.1911,,0.2235,,0.8126,0.2534,43762,32873,,,,,784
6037186202,"Northeast Los Angeles, Los Angeles, CA",45410,0.0002,,33466,0.348,49113,0.792,,,,,0.2511,,0.3152,,0.846,0.2851,46590,33887,,,,,504
6037186203,"Northeast Los Angeles, Los Angeles, CA",41384,0.0152,,32657,0.3416,38628,0.8333,,,,,0.1492,,0.188,,0.8,0.3067,42803,33943,,,,,750
6037186301,"Atwater Village, Los Angeles, CA",35833,0.0193,,29074,0.3107,35150,0.7694,,,,,0.1359,,0.1684,,0.8212,0.2424,36548,30916,,,,,1144
6037186302,"Glassell Park, Los Angeles, CA",41551,0.0245,,31100,0.3604,41499,0.7385,,,,,0.1808,,0.2206,,0.8213,0.2668,42774,32342,,,,,1423
6037186401,"Northeast Los Angeles, Los Angeles, CA",34547,0.022,,27557,0.2857,35565,0.7522,,,,,0.1071,,0.1455,,0.8509,0.2995,38954,30963,,,,,1461
6037186403,"Atwater Village, Los Angeles, CA",36884,0.0021,,28345,0.3087,40162,0.7619,,,,,0.1621,,0.184,,0.8539,0.4015,36825,28809,,,,,997
6037186404,"Glassell Park, Los Angeles, CA",41671,0.0201,,31843,0.3773,40092,0.8134,,,,,0.1771,,0.22,,0.8608,0.2828,43331,32699,,,,,850
6037187101,"Atwater Village, Los Angeles, CA",42939,0.0009,,32575,0.3589,43408,0.7925,,,,,0.1959,,0.2115,,0.8486,0.3365,44546,33994,,,,,860
6037187102,"Atwater Village, Los Angeles, CA",41368,0.0026,,32207,0.3398,41366,0.7845,,,,,0.1898,,0.2531,,0.8594,0.323,41835,33069,,,,,865
6037187200,"Echo Park, Los Angeles, CA",34717,0.0116,,27229,0.317,33154,0.7585,,,,,0.1129,,0.1726,,0.8893,0.322,36226,28644,,,,,1090
6037187300,"Silver Lake, Los Angeles, CA",43289,0.0023,,35947,0.3351,33562,0.8351,,,,,0.188,,0.2874,,0.7966,0.2104,43077,35956,,,,,533
6037188100,"Atwater Village, Los Angeles, CA",38767,0.0288,,30277,0.3049,40450,0.7789,,,,,0.1393,,0.1905,,0.83,0.274,40619,31831,,,,,1046
6037188201,"Central LA, Los Angeles, CA",44118,0.0021,,34034,0.3601,42646,0.7529,,,,,0.247,,0.2847,,0.7977,0.1839,46459,35161,,,,,409
6037188202,"Central LA, Los Angeles, CA",60870,0,,43130,0.4318,59019,0.7569,,,,,0.4444,,0.4997,,0.7589,0.27,58615,41793,,,,,294
6037188300,"Atwater Village, Los Angeles, CA",46169,0.009,,33540,0.3835,43084,0.8091,,,,,0.2526,,0.2587,,0.8423,0.3233,46508,33957,,,,,724
6037189101,"Central LA, Los Angeles, CA",41519,0.0027,,29606,0.4069,36223,0.6485,,,,,0.1954,,0.2708,,0.873,0.2576,40653,29429,,,,,359
6037189102,"Central LA, Los Angeles, CA",45476,0.0077,,31929,0.3926,37502,0.7064,,,,,0.251,,0.2374,,0.7444,0.2256,47487,34420,,,,,405
6037189201,"Central LA, Los Angeles, CA",38785,0.0095,,27810,0.3988,33594,0.7026,,,,,0.1628,,0.2311,,0.8796,0.3001,39139,28218,,,,,534
6037189202,"Central LA, Los Angeles, CA",50245,0,,35033,0.388,53743,0.7655,,,,,0.3299,,0.3215,,0.82,0.3586,51997,36687,,,,,440
6037189300,"Central LA, Los Angeles, CA",56588,0,,38440,0.386,57020,0.7121,,,,,0.4025,,0.4373,,0.7877,0.3208,59572,39484,,,,,498
6037189400,"Central LA, Los Angeles, CA",51221,0,,37987,0.3975,45709,0.7393,,,,,0.3239,,0.379,,0.7148,0.2385,51380,40855,,,,,253
6037189500,"Central LA, Los Angeles, CA",40914,0.0093,,31848,0.3366,39443,0.7327,,,,,0.2369,,0.2298,,0.8033,0.2165,44547,33441,,,,,379
6037189600,"Central LA, Los Angeles, CA",41667,0.0057,,30554,0.3538,43884,0.7567,,,,,0.208,,0.1963,,0.7494,0.2297,39858,29976,,,,,305
6037189701,"Central LA, Los Angeles, CA",65570,0,,41028,0.5067,46115,0.8369,,,,,0.4933,,0.4118,,0.6264,0.1772,62303,39986,,,,,370
6037189702,"Hollywood Hills, Los Angeles, CA",38251,0,,29218,0.3364,,0.6567,,,,,0.2104,,0.2274,,0.5689,0.1175,44843,34736,,,,,161
6037189800,"Central LA, Los Angeles, CA",44074,0,,30789,0.3959,39765,0.6233,,,,,0.2857,,0.346,,0.7642,0.178,39294,27212,,,,,326
6037189902,"Central LA, Los Angeles, CA",51590,0.004,,34598,0.4461,51573,0.7083,,,,,0.3325,,0.3373,,0.8231,0.208,53122,36015,,,,,570
6037189903,"Central LA, Los Angeles, CA",50860,0.011,,35355,0.4248,55877,0.6835,,,,,0.3798,,0.4031,,0.8562,0.2072,55214,38263,,,,,208
6037189904,"Central LA, Los Angeles, CA",40741,0.0079,,26048,0.4367,46980,0.6263,,,,,0.2515,,0.1955,,0.8858,0.2522,43348,27577,,,,,217
6037189905,"Central LA, Los Angeles, CA",50959,0.0014,,34587,0.4165,48080,0.6932,,,,,0.3093,,0.2877,,0.7979,0.2269,46274,32649,,,,,221
6037190100,"Central LA, Los Angeles, CA",35123,0.0286,,26916,0.3173,37486,0.6959,,,,,0.2085,,0.2316,,0.7333,0.1938,34966,26873,,,,,487
6037190201,"Central LA, Los Angeles, CA",36122,0.0056,,26728,0.3901,31936,0.7733,,,,,0.1517,,0.1647,,0.7124,0.1824,36674,28060,,,,,415
6037190202,"Central LA, Los Angeles, CA",34965,0.0287,,25057,0.3169,35880,0.7249,,,,,0.0899,,0.1808,,0.7263,0.1558,39837,30404,,,,,441
6037190301,"Central LA, Los Angeles, CA",37719,0.002,,26894,0.3689,39816,0.7511,,,,,0.1362,,0.1675,,0.8506,0.2408,38895,27401,,,,,998
6037190401,"Central LA, Los Angeles, CA",35901,0.0021,,26607,0.4092,33124,0.6868,,,,,0.1385,,0.1696,,0.8652,0.1986,38581,28363,,,,,648
6037190402,"Central LA, Los Angeles, CA",33515,0.004,,23757,0.342,33367,0.6689,,,,,0.1144,,0.1266,,0.9089,0.2268,34135,24696,,,,,514
6037190510,"Central LA, Los Angeles, CA",34934,0.0043,,27068,0.3467,33250,0.7285,,,,,0.0966,,0.1637,,0.8269,0.225,37625,29719,,,,,1176
6037190520,"Central LA, Los Angeles, CA",37664,0.0035,,26487,0.3957,36628,0.6783,,,,,0.1174,,0.1554,,0.8444,0.1992,38429,27957,,,,,1040
6037190700,"Central LA, Los Angeles, CA",31641,0.0039,,26250,0.2888,28131,0.7599,,,,,0.1074,,0.1569,,0.7842,0.2732,33494,28410,,,,,665
6037190801,"Central LA, Los Angeles, CA",34603,0.0053,,27031,0.3161,34848,0.7346,,,,,0.1045,,0.162,,0.8437,0.2118,37426,28573,,,,,645
6037190802,"Central LA, Los Angeles, CA",34806,0.0039,,26473,0.3562,31004,0.6771,,,,,0.1128,,0.1732,,0.7746,0.1656,39754,29551,,,,,693
6037190901,"Central LA, Los Angeles, CA",32775,0.0215,,25744,0.3102,32368,0.6823,,,,,0.0939,,0.1356,,0.8468,0.2387,34135,27256,,,,,1437
6037190902,"Central LA, Los Angeles, CA",33795,0.0077,,26062,0.2925,34600,0.7591,,,,,0.104,,0.1127,,0.8568,0.2653,34850,27077,,,,,1334
6037191000,"Central LA, Los Angeles, CA",30770,0.0069,,24289,0.2888,39042,0.6793,,,,,0.1219,,0.1361,,0.8082,0.2399,32996,25232,,,,,694
6037191110,"Central LA, Los Angeles, CA",34571,0.0068,,26465,0.3334,32661,0.7096,,,,,0.102,,0.1771,,0.8947,0.2318,36262,27930,,,,,850
6037191120,"Central LA, Los Angeles, CA",30464,0.0065,,23250,0.3256,29381,0.6592,,,,,0.0768,,0.1161,,0.8582,0.2591,33356,25510,,,,,1204
6037191201,"Central LA, Los Angeles, CA",36981,0.0066,,27798,0.3601,35338,0.7452,,,,,0.1493,,0.1997,,0.8317,0.2248,39222,29886,,,,,1012
6037191203,"Central LA, Los Angeles, CA",36707,0.0115,,25449,0.362,38022,0.6834,,,,,0.1311,,0.1491,,0.8641,0.2208,37261,26712,,,,,826
6037191204,"Central LA, Los Angeles, CA",33140,0.0194,,23970,0.341,33663,0.6736,,,,,0.1265,,0.1445,,0.8802,0.2255,35463,25597,,,,,654
6037191301,"East Hollywood, Los Angeles, CA",35388,0.0061,,27091,0.3452,34506,0.7213,,,,,0.131,,0.1858,,0.845,0.3035,35730,28503,,,,,665
6037191302,"Central LA, Los Angeles, CA",37656,0.0092,,29423,0.3349,38101,0.7474,,,,,0.1426,,0.2223,,0.8106,0.2506,38446,30497,,,,,692
6037191410,"Central LA, Los Angeles, CA",33509,0.007,,27596,0.2843,32621,0.7618,,,,,0.0918,,0.1526,,0.8614,0.2183,35041,29486,,,,,1493
6037191420,"Central LA, Los Angeles, CA",33592,0.0207,,27197,0.3105,33855,0.7489,,,,,0.098,,0.15,,0.847,0.2218,35187,28780,,,,,1158
6037191500,"Central LA, Los Angeles, CA",36659,0.0224,,27876,0.3301,36215,0.7269,,,,,0.1151,,0.1638,,0.8681,0.3078,36590,28466,,,,,1729
6037191610,"Central LA, Los Angeles, CA",34471,0.01,,27321,0.3195,35476,0.7586,,,,,0.0768,,0.1457,,0.8229,0.268,35516,28574,,,,,1449
6037191620,"Central LA, Los Angeles, CA",36699,0.0046,,27945,0.4147,31085,0.7121,,,,,0.1275,,0.1989,,0.8706,0.2092,37801,28955,,,,,659
6037191710,"Central LA, Los Angeles, CA",34195,0.0146,,29136,0.2785,30253,0.7867,,,,,0.069,,0.1661,,0.87,0.2398,36649,31129,,,,,915
6037191720,"Central LA, Los Angeles, CA",31869,0.013,,26442,0.2597,36034,0.7417,,,,,0.0641,,0.1551,,0.8316,0.2496,33409,27767,,,,,1095
6037191810,"Central LA, Los Angeles, CA",33890,0.0094,,26896,0.3072,34416,0.7541,,,,,0.0745,,0.127,,0.8472,0.2753,35157,28437,,,,,1245
6037191820,"Central LA, Los Angeles, CA",39728,0,,29652,0.3925,36471,0.7861,,,,,0.1425,,0.1954,,0.7816,0.1882,41531,31405,,,,,908
6037191901,"Central LA, Los Angeles, CA",38908,0.013,,27706,0.3567,38033,0.6727,,,,,0.1767,,0.1906,,0.7839,0.2111,36833,27241,,,,,544
6037191902,"Central LA, Los Angeles, CA",46651,0,,33888,0.4587,36370,0.7,,,,,0.2681,,0.3062,,0.6102,0.1892,50361,39626,,,,,465
6037192001,"Central LA, Los Angeles, CA",52537,0.0008,,32873,0.5445,36234,0.6706,,,,,0.2907,,0.3386,,0.5724,0.234,50802,34465,,,,,309
6037192002,"Central LA, Los Angeles, CA",44195,0.0036,,31520,0.4325,27908,0.6534,,,,,0.3015,,0.3478,,0.6911,0.2427,38544,27196,,,,,342
6037192300,"Central LA, Los Angeles, CA",50202,0.0041,,35435,0.4164,46329,0.7643,,,,,0.3035,,0.3763,,0.7393,0.2491,48510,34453,,,,,250
6037192410,"Central LA, Los Angeles, CA",42642,0.0143,,32761,0.3336,37337,0.7324,,,,,0.2234,,0.2711,,0.8194,0.2721,41506,33284,,,,,754
6037192420,"Central LA, Los Angeles, CA",37181,0.0122,,28515,0.3426,35870,0.6931,,,,,0.1562,,0.1951,,0.8389,0.1767,39408,30315,,,,,1043
6037192510,"Central LA, Los Angeles, CA",39361,0.0047,,30401,0.3606,35722,0.7377,,,,,0.1941,,0.2499,,0.833,0.2447,38627,30114,,,,,1089
6037192520,"Central LA, Los Angeles, CA",35587,0.0098,,29315,0.2951,34703,0.787,,,,,0.0867,,0.1816,,0.7972,0.2474,36660,30313,,,,,1732
6037192610,"Central LA, Los Angeles, CA",32870,0.0153,,27641,0.2675,31697,0.7717,,,,,0.093,,0.1435,,0.8739,0.2636,33067,28374,,,,,1495
6037192620,"Central LA, Los Angeles, CA",36190,0.0131,,27783,0.3593,36256,0.7826,,,,,0.1196,,0.1737,,0.7997,0.1968,35754,27766,,,,,1335
6037192700,"Central LA, Los Angeles, CA",34146,0.0084,,26533,0.3232,35869,0.7375,,,,,0.1156,,0.1609,,0.8428,0.2824,34738,28073,,,,,1163
6037194101,"Central LA, Los Angeles, CA",68206,0.0009,,43863,0.5282,42164,0.7515,,,,,0.4963,,0.4591,,0.7516,0.1836,63689,41163,,,,,358
6037194102,"Central LA, Los Angeles, CA",57268,0.0025,,39088,0.476,63012,0.6903,,,,,0.4565,,0.4304,,0.7743,0.2819,55020,36670,,,,,401
6037194200,"Central LA, Los Angeles, CA",47742,0.0161,,32697,0.3286,60972,0.6409,,,,,0.2734,,0.3234,,0.7237,0.1849,46311,34608,,,,,295
6037194300,"Central LA, Los Angeles, CA",57450,0,,38894,0.4676,39788,0.7094,,,,,0.4287,,0.4113,,0.7218,0.0855,58390,40165,,,,,308
6037194401,"Beverly Grove, Los Angeles, CA",39625,0.013,,29117,0.3009,47158,0.6689,,,,,0.2364,,0.2072,,0.8059,0.2724,42187,31479,,,,,173
6037194402,"Beverly Grove, Los Angeles, CA",49047,0.0011,,34502,0.4863,45316,0.7504,,,,,0.3364,,0.3689,,0.7803,0.1981,49009,35797,,,,,234
6037194500,"Central LA, Los Angeles, CA",53621,0.0048,,35697,0.4008,49941,0.6204,,,,,0.3518,,0.3292,,0.7173,0.1804,54643,36557,,,,,220
6037195100,"Silver Lake, Los Angeles, CA",44708,0.0093,,32813,0.3545,43586,0.7444,,,,,0.187,,0.3033,,0.7235,0.2552,42283,32112,,,,,639
6037195201,"Central LA, Los Angeles, CA",40533,0.0008,,30262,0.3365,45916,0.7169,,,,,0.1904,,0.2209,,0.8512,0.2483,39948,28845,,,,,387
6037195202,"Central LA, Los Angeles, CA",44382,0.0007,,33603,0.325,40166,0.713,,,,,0.2835,,0.3087,,0.8226,0.2407,42122,33146,,,,,434
6037195300,"Central LA, Los Angeles, CA",40479,0.0019,,31341,0.3516,35282,0.7536,,,,,0.2018,,0.2196,,0.8527,0.2691,41706,32255,,,,,733
6037195400,"Silver Lake, Los Angeles, CA",37164,0.0136,,29373,0.3216,33980,0.7663,,,,,0.1475,,0.2108,,0.8125,0.2499,38433,31173,,,,,727
6037195500,"Silver Lake, Los Angeles, CA",40323,0.0121,,30617,0.3743,39472,0.759,,,,,0.183,,0.2447,,0.8195,0.2733,42295,32956,,,,,951
6037195600,"Los Angeles, CA",39675,0.0121,,32590,0.3096,36002,0.8163,,,,,0.1135,,0.2057,,0.859,0.3163,40382,34028,,,,,907
6037195710,"Los Angeles, CA",34517,0.0084,,26881,0.2815,39694,0.7554,,,,,0.1117,,0.1485,,0.837,0.2619,37267,29305,,,,,1505
6037195720,"Echo Park, Los Angeles, CA",31429,0.0174,,24354,0.2496,41601,0.7063,,,,,0.0997,,0.0988,,0.7968,0.2784,29080,24195,,,,,810
6037195802,"Central LA, Los Angeles, CA",36686,0.0112,,27615,0.3476,39234,0.7459,,,,,0.1385,,0.1713,,0.8217,0.262,38440,29723,,,,,832
6037195803,"Silver Lake, Los Angeles, CA",38925,0.0157,,31789,0.3165,35790,0.8016,,,,,0.1528,,0.2333,,0.813,0.2415,41623,33433,,,,,705
6037195804,"Silver Lake, Los Angeles, CA",33953,0.0088,,25349,0.3433,39785,0.7007,,,,,0.1478,,0.1568,,0.8654,0.2642,35742,27312,,,,,716
6037195901,"Silver Lake, Los Angeles, CA",31148,0.0012,,23136,0.2544,41127,0.6668,,,,,0.0905,,0.1219,,0.8738,0.3113,31485,24661,,,,,542
6037195902,"Silver Lake, Los Angeles, CA",37912,0.0218,,30727,0.2946,31436,0.7554,,,,,0.1238,,0.2599,,0.837,0.2043,40428,33180,,,,,462
6037195903,"Silver Lake, Los Angeles, CA",39009,0.0074,,28789,0.3858,37486,0.7483,,,,,0.1576,,0.1976,,0.8388,0.3272,40310,29663,,,,,537
6037197200,"Echo Park, Los Angeles, CA",43105,0.0108,,32383,0.3445,43783,0.7899,,,,,0.2085,,0.2591,,0.8523,0.3756,43662,33215,,,,,1027
6037197300,"Echo Park, Los Angeles, CA",37765,0.0108,,27546,0.3535,41436,0.7536,,,,,0.1482,,0.1515,,0.8822,0.2707,40432,29914,,,,,1191
6037197410,"Echo Park, Los Angeles, CA",37844,0.0011,,28582,0.3065,36226,0.7534,,,,,0.1512,,0.2252,,0.8022,0.2617,38853,30980,,,,,878
6037197420,"Echo Park, Los Angeles, CA",36619,0.0089,,30272,0.2819,35107,0.7869,,,,,0.0713,,0.1839,,0.877,0.3003,38920,32875,,,,,1176
6037197500,"Echo Park, Los Angeles, CA",36661,0.0161,,29280,0.289,38034,0.7807,,,,,0.1363,,0.1867,,0.8676,0.2927,38968,30941,,,,,1428
6037197600,"Echo Park, Los Angeles, CA",39006,0.0148,,29607,0.3347,40427,0.7378,,,,,0.2009,,0.2227,,0.8404,0.3138,41043,31941,,,,,816
6037197700,"Echo Park, Los Angeles, CA",44774,0.003,,33042,0.382,40688,0.7617,,,,,0.2297,,0.2622,,0.8594,0.2585,44946,33737,,,,,1435
6037199000,"Northeast Los Angeles, Los Angeles, CA",36719,0.0089,,28314,0.3065,38059,0.7193,,,,,0.141,,0.2304,,0.885,0.3147,38392,29799,,,,,1177
6037199110,"Montecito Heights, Los Angeles, CA",34235,0.0174,,26033,0.3295,39889,0.7099,,,,,0.0992,,0.1368,,0.857,0.3036,35261,28531,,,,,917
6037199120,"Montecito Heights, Los Angeles, CA",40835,0.0205,,32654,0.3132,38294,0.8037,,,,,0.1464,,0.2587,,0.8638,0.289,43200,34673,,,,,1200
6037199201,"Montecito Heights, Los Angeles, CA",38537,0.0138,,29551,0.3252,38368,0.755,,,,,0.1507,,0.1911,,0.8714,0.26,40874,31045,,,,,1548
6037199202,"Montecito Heights, Los Angeles, CA",37260,0.0104,,29522,0.2972,37506,0.7956,,,,,0.0958,,0.1878,,0.8757,0.3605,39832,31284,,,,,1104
6037199300,"Montecito Heights, Los Angeles, CA",39625,0.0184,,30798,0.3203,42316,0.7693,,,,,0.164,,0.2173,,0.8766,0.2989,41146,32364,,,,,1157
6037199400,"Mount Washington, Los Angeles, CA",39146,0.016,,28889,0.3483,39985,0.7402,,,,,0.1534,,0.1739,,0.8753,0.2984,40760,30378,,,,,1584
6037199700,"Central LA, Los Angeles, CA",32797,0.0167,,26572,0.289,30182,0.7659,,,,,0.078,,0.1664,,0.8532,0.2945,34584,29001,,,,,1031
6037199800,"Northeast Los Angeles, Los Angeles, CA",39837,0.0142,,31123,0.3371,39037,0.776,,,,,0.1529,,0.1983,,0.9102,0.3348,40582,31982,,,,,1751
6037199900,"Montecito Heights, Los Angeles, CA",33442,0.0262,,27426,0.284,35098,0.7356,,,,,0.1132,,0.1535,,0.8978,0.341,36886,30325,,,,,822
6037201110,"Northeast Los Angeles, Los Angeles, CA",35029,0.0167,,28207,0.3155,31059,0.73,,,,,0.1014,,0.1655,,0.9061,0.4096,35908,29364,,,,,798
6037201120,"Northeast Los Angeles, Los Angeles, CA",35766,0.0135,,26742,0.319,36843,0.7269,,,,,0.1372,,0.1678,,0.8753,0.3131,37312,28026,,,,,1430
6037201200,"Northeast Los Angeles, Los Angeles, CA",38705,0.0143,,29459,0.3131,36062,0.7716,,,,,0.1442,,0.1955,,0.8653,0.3868,39530,30624,,,,,869
6037201301,"Montecito Heights, Los Angeles, CA",35171,0.0126,,27350,0.3234,34997,0.7535,,,,,0.1049,,0.1285,,0.8373,0.3246,36074,28727,,,,,1184
